Country_Code,year,PerCapita_HealthExp,HealthExp_to_GDP_percent,PerCapita_Health_USD,Total_HealthSpending_USD
GRC,2005,24.94,2.14,547.18,6011.98
GRC,2006,26.71,2.21,615.12,6778.87
GRC,2007,26.85,2.26,651.2,7194.78
GRC,2008,27.57,2.43,734.77,8139.67
GRC,2009,27.35,2.57,748.16,8309.81
GRC,2010,28.77,2.76,749.83,8339.07
GRC,2011,30.98,2.85,709.33,7877.02
GRC,2012,29,2.59,622.25,6872.77
GRC,2013,27.42,2.31,572.58,6278.43
GRC,2014,28.24,2.23,567.98,6186.64
GRC,2015,27.23,2.24,578.16,6256.2
GRC,2016,27.95,2.36,631.25,6802.37
GRC,2017,28.75,2.34,647.11,6959.49
GRC,2018,27.34,2.22,632.89,6792.73
GRC,2019,28.35,2.32,666.09,7141.57
GRC,2020,30.2,2.87,750.76,8032.09
GRC,2021,27.05,2.48,740.12,7822.51
HRV,2011,29.87,2.23,449.42,1923.8
HRV,2012,30.08,2.26,465.81,1984.54
HRV,2013,25.35,1.63,349.07,1477.94
HRV,2014,22.07,1.46,318.19,1336.89
HRV,2015,21.07,1.41,320.9,1332.27
HRV,2016,21.67,1.46,362.97,1490.69
HRV,2017,21.59,1.44,380.54,1537.93
HRV,2018,20.51,1.38,385.93,1539.39
HRV,2019,20.24,1.38,413.62,1633.56
HRV,2020,20.87,1.61,450.48,1763.28
HRV,2021,18,1.46,469.01,1819.29
HUN,1991,30.08,1.91,177.44,1840.64
HUN,1992,28.86,1.98,180.99,1876.77
HUN,1993,30.69,2.12,198.82,2059.31
HUN,1994,30.35,2.24,220.83,2284.08
HUN,1995,26.71,1.8,183.1,1891.22
HUN,1996,27.27,1.81,188.95,1948.29
HUN,1997,27.64,1.74,192.99,1985.98
HUN,2001,29.67,2.03,295.57,3011.11
HUN,2002,28.95,2.06,337.88,3432.42
HUN,2003,27.59,2.24,376.61,3814.89
HUN,2004,29.11,2.26,402.12,4064.3
HUN,2005,31.27,2.5,457.64,4616.26
HUN,2006,31.98,2.49,483.38,4868.31
HUN,2007,31.62,2.28,452.14,4546.66
HUN,2008,31.91,2.26,476.31,4781.3
HUN,2009,32.86,2.37,490.5,4916.14
HUN,2010,33.27,2.48,554.39,5543.92
HUN,2011,35,2.62,614.46,6127.24
HUN,2012,32.58,2.41,575.52,5709.34
HUN,2013,30.29,2.19,551.81,5459.13
HUN,2014,30.11,2.12,561.22,5537.25
HUN,2015,29.8,2.04,563.6,5547.48
HUN,2016,29.47,2.06,589.38,5784.18
HUN,2017,27.75,1.87,554.63,5428.69
HUN,2018,26.76,1.76,563.84,5511.87
HUN,2019,27.44,1.72,574.81,5616.56
HUN,2020,25.66,1.87,621.51,6059.77
HUN,2021,23,1.7,632.29,6139.5
IRL,1975,14.75,0.97,37.2,118.65
IRL,1976,14.87,0.96,38.9,125.96
IRL,1977,14.72,0.9,41.41,135.91
IRL,1978,14.19,0.92,48.62,161.85
IRL,1979,13.19,0.9,52.11,175.79
IRL,1980,11.71,0.88,55.67,189.98
IRL,1981,10.53,0.75,51.75,178.71
IRL,1982,10.55,0.73,54.49,189.92
IRL,1983,10.12,0.71,54.89,192.7
IRL,1984,10.51,0.72,59.54,210.31
IRL,1985,10.54,0.72,63.93,226.18
IRL,1986,11.04,0.75,68.51,242.49
IRL,1987,11.55,0.75,73.84,261.39
IRL,1988,12.02,0.74,79.8,281.3
IRL,1989,12.99,0.75,91.09,319.82
IRL,1990,12.78,0.72,96.09,337.64
IRL,1991,12,0.73,100.72,355.98
IRL,1992,11.89,0.75,109.33,389.03
IRL,1993,11.97,0.76,118.81,424.9
IRL,1994,12.1,0.76,125.91,452.08
IRL,1995,12.04,0.74,136.15,491.35
IRL,1996,12.88,0.76,152.74,555.59
IRL,1997,12.56,0.73,161.81,594.53
IRL,1998,13.21,0.74,184.4,684.62
IRL,1999,13.97,0.78,209.32,785.94
IRL,2000,14.18,0.84,259.4,987.05
IRL,2001,14.44,0.92,308.1,1191.18
IRL,2002,14.78,0.99,357.49,1405.63
IRL,2003,15.09,1.06,389.1,1555.03
IRL,2004,15.66,1.13,439.1,1787.24
IRL,2005,15.47,1.18,478.63,1991.06
IRL,2006,16.47,1.24,527.66,2254.99
IRL,2007,16.36,1.28,553.51,2434.85
IRL,2008,15.95,1.46,581.23,2609.44
IRL,2009,15.14,1.59,583.46,2646.22
IRL,2010,14.82,1.56,600.15,2736.79
IRL,2011,14.05,1.49,588.29,2694.41
IRL,2012,14.17,1.5,616.25,2834.47
IRL,2013,13.26,1.36,568.4,2628.18
IRL,2014,12.95,1.23,542.06,2524.77
IRL,2015,12.72,0.93,548.01,2576.71
IRL,2016,12.71,0.95,578.51,2751
IRL,2017,12.59,0.9,589.56,2834.22
IRL,2018,12.16,0.84,593.09,2886.75
IRL,2019,11.5,0.77,572.24,2823.61
IRL,2020,11.38,0.81,611.83,3050.2
IRL,2021,10.67,0.72,625.37,3147.56
ISL,1970,17.13,0.8,28.44,5.81
ISL,1971,17.31,0.88,38.4,7.91
ISL,1972,17.84,0.89,43.42,9.08
ISL,1973,16.6,0.76,42.8,9.09
ISL,1974,13.78,0.72,46.62,10.03
ISL,1975,16.23,0.92,58.28,12.7
ISL,1976,14.85,0.79,56.6,12.46
ISL,1977,14.55,0.76,65.76,14.59
ISL,1978,14.51,0.82,80.92,18.09
ISL,1979,13.52,0.86,92.84,20.96
ISL,1980,16.63,0.98,120.03,27.38
ISL,1981,15.58,0.94,128.12,29.56
ISL,1982,16.1,1.02,149,34.85
ISL,1983,18.21,1.26,179.24,42.48
ISL,1984,17.06,1.11,164.26,39.34
ISL,1985,17.41,1.18,182.19,43.98
ISL,1986,16.51,1.19,206.05,50.11
ISL,1987,15.35,1.14,225.96,55.56
ISL,1988,14.69,1.17,234.68,58.61
ISL,1989,15.35,1.2,239.01,60.43
ISL,1990,13.98,1.04,220.22,56.12
ISL,1991,12.78,0.97,212.39,54.75
ISL,1992,13.31,1.04,221.75,57.89
ISL,1993,12.78,1.01,216.99,57.22
ISL,1994,13.42,1.04,235.05,62.53
ISL,1995,13.79,1.08,249.76,66.8
ISL,1996,14.28,1.13,269.33,72.43
ISL,1997,15.49,1.2,312.75,84.79
ISL,1998,14.5,1.23,338.45,92.75
ISL,1999,14.4,1.27,370.92,102.89
ISL,2000,15.98,1.42,424.77,119.45
ISL,2001,15.54,1.36,427.57,121.84
ISL,2002,15.4,1.45,470.92,135.4
ISL,2003,15.59,1.52,484.45,140.26
ISL,2004,15.62,1.46,509.52,148.82
ISL,2005,14.72,1.32,482.89,143.29
ISL,2006,14.52,1.24,492.81,149.71
ISL,2007,13.88,1.16,494.02,153.92
ISL,2008,14.87,1.24,537.29,170.54
ISL,2009,15.93,1.4,554.65,176.66
ISL,2010,16.28,1.36,531.34,168.99
ISL,2011,15.62,1.28,517.48,165.08
ISL,2012,14.99,1.23,509.66,163.46
ISL,2013,13.9,1.14,486.27,157.44
ISL,2014,12.97,1.07,466.9,152.85
ISL,2015,12.64,1.02,472.05,156.16
ISL,2016,11.59,0.94,455.67,152.85
ISL,2017,10.95,0.91,450.2,154.6
ISL,2018,10.76,0.9,455.71,160.74
ISL,2019,11.08,0.95,478.53,172.54
ISL,2020,11.43,1.1,529.27,193.96
ISL,2021,11.85,1.15,604.98,225.37
ISL,2022,11.9,1.02,632.48,241.61
ISR,2006,13.33,0.9,232.58,1640.58
ISR,2007,13.6,0.91,252.13,1810.33
ISR,2008,13.44,0.92,247.08,1805.84
ISR,2009,14.01,0.97,267.54,2002.7
ISR,2010,13.62,0.94,268.49,2046.88
ISR,2011,13.44,0.92,279.71,2172.13
ISR,2012,13.25,0.92,294.6,2330.46
ISR,2013,12.96,0.9,290.03,2337.5
ISR,2014,12.86,0.91,287.71,2363.72
ISR,2015,13.4,0.94,309.57,2594.21
ISR,2016,13.06,0.93,329.68,2817.47
ISR,2017,12.71,0.91,333.69,2907.54
ISR,2018,13.25,0.96,364.15,3234.64
ISR,2019,13.32,0.96,360.88,3267.36
ISR,2020,15.71,1.21,451.62,4161.74
ITA,1988,23.07,1.53,242.88,13754.18
ITA,1989,23.29,1.55,261.49,14818.99
ITA,1990,21.43,1.5,273.02,15485.49
ITA,1991,20.92,1.51,290.28,16476.03
ITA,1992,21.47,1.52,301.41,17119.32
ITA,1993,20.35,1.44,284.56,16172.06
ITA,1994,20.12,1.39,284.26,16158.25
ITA,1995,19.53,1.34,286.14,16265.32
ITA,1996,19.97,1.39,305.29,17358.76
ITA,1997,20.18,1.46,333.38,18966.34
ITA,1998,20.64,1.5,358.5,20401.07
ITA,1999,21.18,1.55,381.62,21720.35
ITA,2000,21.16,1.6,429.62,24463.47
ITA,2001,21.92,1.7,471.65,26872.01
ITA,2002,21.87,1.72,501.31,28603.97
ITA,2003,21.38,1.67,489.34,28045.7
ITA,2004,21,1.71,514.62,29686.14
ITA,2005,20.37,1.7,510.09,29569.77
ITA,2006,20.12,1.7,535.79,31152.85
ITA,2007,20,1.63,539.19,31509.24
ITA,2008,19.19,1.64,562.6,33096.04
ITA,2009,18.96,1.7,557.06,32919.66
ITA,2010,18.75,1.67,582.1,34505.09
ITA,2011,18.54,1.63,574.55,34116.52
ITA,2012,16.63,1.46,510.92,30419.79
ITA,2013,17.06,1.5,519.22,31274.91
ITA,2014,17.01,1.51,516.48,31396.31
ITA,2015,17.86,1.58,551.7,33505.24
ITA,2016,17.65,1.54,577.77,35028.51
ITA,2017,17.61,1.53,594.49,35988.41
ITA,2018,17.9,1.55,625.64,37802.09
ITA,2019,18.27,1.58,651.27,38899.46
ITA,2020,17.66,1.7,662.61,39384.9
ITA,2021,17.11,1.61,691.71,40902.89
ITA,2022,17.44,1.57,748.08,44147
JPN,1980,21.18,1.3,113.32,13236.92
JPN,1984,19.46,1.21,145.15,17430.17
JPN,1985,17.97,1.14,147.09,17773.91
JPN,1986,18.89,1.19,162.44,19733.78
JPN,1987,20.27,1.27,185.83,22683.59
JPN,1988,20.63,1.24,199.97,24511.55
JPN,1989,22.32,1.29,227.94,28051.98
JPN,1990,21.42,1.21,233.28,28805.19
JPN,1991,22.87,1.3,266.74,33066.65
JPN,1992,22.01,1.3,275.87,34325
JPN,1993,22.26,1.38,296.49,37010.55
JPN,1994,21.06,1.36,299.07,37436.98
JPN,1995,21.04,1.3,297.37,37311.36
JPN,1996,21.04,1.27,302.19,38002.76
JPN,1997,19.5,1.23,298.21,37591.96
JPN,1998,17.94,1.17,281.88,35629.76
JPN,1999,18.15,1.25,302.76,38338.3
JPN,2000,18.41,1.3,340.1,43139.05
JPN,2001,18.86,1.37,366.91,46652.62
JPN,2002,18.64,1.37,384.94,49058.93
JPN,2003,19.53,1.46,428.52,54729.46
JPN,2004,19.46,1.47,448.28,57272.45
JPN,2005,19.79,1.52,489.16,62501.19
JPN,2006,19.79,1.52,506.85,64803.06
JPN,2007,19.97,1.55,537.23,68766.49
JPN,2008,19.9,1.61,557.04,71336.34
JPN,2009,20.98,1.88,623.45,79831.16
JPN,2010,20.47,1.86,648.83,83095.66
JPN,2011,18.91,1.98,707.42,90431.49
JPN,2012,18.89,2.02,749.96,95716.64
JPN,2013,18.85,2.01,812.27,103519.5
JPN,2014,18.8,2.02,813.86,103584.72
JPN,2015,19.74,2.12,891.14,113299.92
JPN,2016,18.57,1.98,797.7,101368.91
JPN,2017,18.27,1.95,806.32,102380.57
JPN,2018,17.8,1.91,810.49,102779.43
JPN,2019,20.7,2.27,954.45,120865.12
JPN,2020,18.1,1.99,835.93,105545.36
KOR,1970,20.5,0.54,3.98,128.19
KOR,1971,19.62,0.45,3.63,119.3
KOR,1972,20.1,0.42,3.75,125.78
KOR,1973,20.08,0.36,3.85,131.4
KOR,1974,19.95,0.31,3.83,132.73
KOR,1975,20.46,0.48,6.51,229.5
KOR,1976,20.91,0.49,7.97,285.64
KOR,1977,20.38,0.45,8.55,311.18
KOR,1978,20.88,0.5,11.12,411.21
KOR,1979,21.14,0.66,16.95,636.13
KOR,1980,21.06,0.72,19.31,736.06
KOR,1981,21.52,0.77,23.16,896.83
KOR,1982,21.54,0.76,25.94,1020.09
KOR,1983,21.54,0.74,29.49,1176.88
KOR,1984,21.32,0.69,31.63,1278.2
KOR,1985,21.45,0.7,35.48,1447.67
KOR,1986,21.47,0.68,39.33,1620.93
KOR,1987,21.48,0.66,44.31,1844.09
KOR,1988,21.15,0.68,52.78,2218.49
KOR,1989,21.51,0.79,67.74,2875.67
KOR,1990,21.22,0.77,75.14,3221.37
KOR,1991,21.22,0.73,79.72,3451.58
KOR,1992,20.58,0.73,85.53,3741.85
KOR,1993,21.28,0.74,93.46,4130.43
KOR,1994,22.39,0.74,101.43,4527.95
KOR,1995,22.9,0.76,115.41,5203.96
KOR,1996,22.84,0.81,130.48,5939.97
KOR,1997,23.07,0.8,135.67,6234.52
KOR,1998,22.29,0.81,128.67,5955.87
KOR,1999,22.41,0.86,147.51,6876.52
KOR,2000,24.48,0.94,175.57,8253.12
KOR,2001,26.52,1.14,221.64,10498.89
KOR,2002,27.74,1.11,236.97,11290.56
KOR,2003,28.56,1.22,269.09,12887.39
KOR,2004,28.51,1.22,286.45,13773.43
KOR,2005,27.58,1.25,308.16,14848.75
KOR,2006,28.06,1.36,351.33,17017.83
KOR,2007,27.47,1.36,381.91,18592.52
KOR,2008,26.4,1.39,399.11,19578.13
KOR,2009,25.94,1.47,427.54,21080.97
KOR,2010,25.16,1.46,464.66,23025.96
KOR,2011,24.66,1.46,477.44,23841.65
KOR,2012,23.78,1.44,484.62,24327.8
KOR,2013,22.59,1.39,473.38,23871.78
KOR,2014,21.75,1.39,480.07,24361.8
KOR,2015,21.06,1.39,519.36,26495.07
KOR,2016,20.98,1.44,554.94,28422.91
KOR,2017,20.61,1.45,574.41,29502.64
KOR,2018,20.16,1.51,618.33,31896.64
KOR,2019,19.5,1.59,641.8,33222.51
KOR,2020,20.12,1.68,722.45,37448.83
KOR,2021,17.68,1.65,740.5,38335.4
KOR,2022,17.58,1.71,803.25,41506.04
LTU,2004,33.91,1.87,267.72,904.1
LTU,2005,34.34,1.94,304.16,1010.58
LTU,2006,30.99,1.81,313.35,1024.62
LTU,2007,28.47,1.64,329.98,1066.28
LTU,2008,26.13,1.65,351.98,1125.71
LTU,2009,26.66,1.96,352.77,1115.79
LTU,2010,26.72,1.82,366.47,1135.05
LTU,2011,26.04,1.69,386.6,1170.66
LTU,2012,28.94,1.82,453.82,1355.9
LTU,2013,28.17,1.73,468.4,1385.37
LTU,2014,27.84,1.72,495.94,1454.28
LTU,2015,26.87,1.74,515.11,1496.34
LTU,2016,27.19,1.81,570.37,1635.95
LTU,2017,24.01,1.55,535.54,1514.73
LTU,2018,22.05,1.44,528.6,1480.88
LTU,2019,22.46,1.57,602.34,1683.03
LTU,2020,21.62,1.62,622.44,1739.65
LTU,2021,19.62,1.54,654.75,1833.85
LUX,1976,17.59,0.71,60.13,21.69
LUX,1977,16.39,0.72,63.01,22.77
LUX,1978,16.29,0.75,74.61,27.01
LUX,1979,15.97,0.75,83.7,30.37
LUX,1980,15.58,0.75,93.15,33.92
LUX,1981,15.69,0.77,102.72,37.52
LUX,1982,15.16,0.73,103.47,37.82
LUX,1983,14.99,0.71,106.37,38.89
LUX,1984,15.4,0.71,115.81,42.39
LUX,1985,16.11,0.76,128.67,47.18
LUX,1986,16.36,0.76,144.59,53.26
LUX,1987,16.15,0.82,164.38,60.94
LUX,1988,15.49,0.81,183.43,68.5
LUX,1989,15.67,0.8,207.18,78.13
LUX,1990,14.94,0.79,220.45,84.18
LUX,1991,15,0.76,232.56,90
LUX,1994,12.25,0.65,227.52,91.67
LUX,1995,12.04,0.66,252.51,103.18
LUX,1996,11.52,0.64,255.56,105.86
LUX,1997,12.65,0.67,287.12,120.43
LUX,1998,12.31,0.67,298.88,126.93
LUX,1999,11.97,0.67,338.32,145.64
LUX,2000,11.04,0.65,376.49,164.26
LUX,2001,10.96,0.7,407.02,179.71
LUX,2002,10.88,0.74,462.21,206.23
LUX,2003,10.97,0.76,483.74,218.47
LUX,2004,10.41,0.76,497.27,227.8
LUX,2005,10.21,0.73,498.27,231.78
LUX,2006,10.2,0.68,525.62,248.43
LUX,2007,10.67,0.66,542.91,260.59
LUX,2008,10.23,0.64,555.41,271.4
LUX,2009,9.86,0.69,563.01,280.26
LUX,2010,9.67,0.64,543.84,275.7
LUX,2011,8.88,0.53,428.82,222.28
LUX,2012,12.53,0.66,554.23,294.27
LUX,2013,12.2,0.64,565.57,307.31
LUX,2014,11.7,0.61,550.61,306.31
LUX,2015,11.68,0.59,548.09,312.2
LUX,2016,11.6,0.59,565.79,329.3
LUX,2017,11.43,0.59,570.39,340.14
LUX,2018,11.28,0.6,596.77,362.81
LUX,2019,10.6,0.58,570.33,353.6
LUX,2020,10.81,0.62,610.83,385.08
LUX,2021,10.9,0.62,683.99,437.8
LUX,2022,10.98,0.6,706.37,461.33
LVA,2004,23.68,1.47,188.59,426.79
LVA,2005,22.55,1.32,189.34,423.9
LVA,2006,23.18,1.32,217.58,482.66
LVA,2007,27.62,1.52,299.62,659.26
LVA,2008,21.48,1.2,240.27,523.14
LVA,2009,24.35,1.49,245.2,525.14
LVA,2010,25.79,1.57,277.59,582.25
LVA,2011,26.09,1.49,281.16,579.1
LVA,2012,25.52,1.38,295.05,600.23
LVA,2013,26.28,1.42,323.22,650.53
LVA,2014,26.97,1.47,346.97,691.78
LVA,2015,27.65,1.56,388.37,768.01
LVA,2016,28.29,1.74,456.48,894.48
LVA,2017,27.4,1.64,459.41,892.29
LVA,2018,26.49,1.64,492.91,949.92
LVA,2019,23.68,1.57,479.59,917.86
LVA,2020,22.89,1.66,509.94,969.11
LVA,2021,16.78,1.52,523.94,987.36
MEX,1999,18.94,0.83,90.21,8760.32
MEX,2000,19.94,0.89,103.11,10169.68
MEX,2001,19.89,0.96,112.92,11303.39
MEX,2002,21.64,1.1,129.95,13195.94
MEX,2003,35.89,2.09,247.28,25464.94
MEX,2004,35.05,2.09,269.15,28097.78
MEX,2005,35.6,2.08,274.71,29067.9
MEX,2006,34.73,1.96,285.49,30619.74
MEX,2007,33.93,1.96,295.38,32129.34
MEX,2008,33.14,1.89,298.25,32918.8
MEX,2009,32.45,1.99,295.99,33151.02
MEX,2010,25.48,1.46,227.7,25872.5
MEX,2011,22.59,1.25,206.05,23746.15
MEX,2012,23.39,1.33,227.68,26597.17
MEX,2013,22.56,1.31,226.22,26771.56
MEX,2014,23.04,1.28,227.96,27305.66
MEX,2015,22.63,1.3,240.5,29118.01
MEX,2016,22.73,1.26,250.62,30638.27
MEX,2017,22.97,1.25,252.54,31162.96
MEX,2018,22.65,1.22,254.19,31665.27
MEX,2019,22.16,1.21,247.52,31128.73
MEX,2020,21.52,1.34,263.92,33465.06
MEX,2021,22.1,1.34,279.02,35616.39
MLT,2014,17.32,1.57,516.2,224.32
MLT,2015,17.91,1.59,575.78,256.25
MLT,2016,16.53,1.48,570.59,259.82
MLT,2017,17.03,1.49,622.2,291.19
MLT,2018,16.8,1.44,633.74,307.13
MLT,2019,19.67,1.8,817.21,411.93
MLT,2020,21.96,2.36,947.61,488.34
NLD,1972,11.69,0.65,36.08,480.9
NLD,1973,11.18,0.63,38.21,513.5
NLD,1974,10.33,0.6,41.17,557.61
NLD,1975,9.89,0.61,44.81,612.35
NLD,1976,9.53,0.58,46.87,645.6
NLD,1977,9.18,0.57,49.72,688.96
NLD,1978,8.95,0.56,54.18,755.36
NLD,1979,8.65,0.56,58.29,818.35
NLD,1980,8.41,0.55,63.14,893.47
NLD,1981,8.38,0.55,67.71,964.69
NLD,1982,8.65,0.59,74.9,1072.08
NLD,1983,8.55,0.58,77.52,1113.74
NLD,1984,9.24,0.61,87.01,1254.98
NLD,1985,9.6,0.63,93.79,1359.11
NLD,1986,9.97,0.66,103.23,1504.33
NLD,1987,10.4,0.7,113.06,1658
NLD,1988,10.47,0.7,120.05,1771.93
NLD,1989,9.97,0.68,126.61,1880.08
NLD,1990,10.17,0.71,142.35,2128.32
NLD,1991,10.14,0.73,152.24,2294.29
NLD,1992,11,0.81,174.61,2651.28
NLD,1993,11.52,0.86,190.05,2905.87
NLD,1994,11.41,0.84,192.77,2965.33
NLD,1995,11.65,0.85,203.72,3149.36
NLD,1996,11.63,0.84,211.86,3290.28
NLD,1997,11.5,0.81,216.57,3380.78
NLD,1998,11.64,0.91,258.03,4052.95
NLD,1999,11.95,0.94,283.51,4482.93
NLD,2000,12.03,0.93,318.36,5069.97
NLD,2001,11.79,0.95,339.92,5454.48
NLD,2002,11.43,0.99,376.75,6084.13
NLD,2003,11.38,1.03,376.39,6107.06
NLD,2004,11.17,1.02,390.26,6354.19
NLD,2005,11.15,1.01,399.59,6521.26
NLD,2006,10.67,0.97,408.59,6678.87
NLD,2007,10.9,0.99,444.18,7276.37
NLD,2008,9.97,0.93,436.68,7181.53
NLD,2009,9.61,0.96,425.96,7041.35
NLD,2010,9.46,0.96,423.46,7036.02
NLD,2011,9.34,0.96,426.65,7122.02
NLD,2012,8.17,0.86,390.84,6548.46
NLD,2013,7.67,0.81,377.57,6344.77
NLD,2014,7.52,0.79,370.98,6256.51
NLD,2015,7.73,0.8,380.97,6453.53
NLD,2016,7.71,0.79,392.75,6688.67
NLD,2017,7.58,0.77,398.4,6825.02
NLD,2018,7.38,0.74,404.56,6971.26
NLD,2019,7.3,0.74,411.94,7145.03
NLD,2020,6.89,0.77,426.51,7438.92
NLD,2021,6.77,0.76,456.02,7995.37
NLD,2022,7.02,0.72,472.09,8356.51
NOR,1970,8.56,0.34,13.21,51.19
NOR,1971,7.93,0.34,14.24,55.58
NOR,1972,7.17,0.33,14.92,58.66
NOR,1973,7.06,0.34,16.76,66.36
NOR,1974,7.24,0.35,19.77,78.77
NOR,1975,7.1,0.37,23.28,93.27
NOR,1976,6.88,0.37,25.37,102.15
NOR,1977,6.36,0.35,26.82,108.42
NOR,1978,5.55,0.34,27.91,113.26
NOR,1979,5.79,0.32,30.41,123.84
NOR,1980,11.02,0.6,67.04,273.9
NOR,1981,10.85,0.59,73.48,301.25
NOR,1982,10.88,0.61,80.15,329.82
NOR,1983,10.67,0.62,86.6,357.52
NOR,1984,10.94,0.6,91.85,380.26
NOR,1985,10.66,0.58,96.85,402.18
NOR,1986,10.51,0.62,101.53,423.11
NOR,1987,10.32,0.64,107.11,448.45
NOR,1988,7.71,0.49,83.5,351.48
NOR,1989,8.14,0.5,90.75,383.57
NOR,1990,7.66,0.54,104.25,442.15
NOR,1991,7.8,0.57,115.54,492.4
NOR,1992,7.9,0.59,123.03,527.34
NOR,1993,10.1,0.75,162.16,699.24
NOR,1994,9.28,0.68,155.02,672.26
NOR,1995,9.51,0.69,168.36,733.93
NOR,1996,9.65,0.69,186.2,815.82
NOR,1997,9.63,0.75,211.8,933
NOR,1998,9.59,0.81,227.1,1006.38
NOR,1999,9.6,0.81,241.84,1079.06
NOR,2000,10.21,0.79,285.3,1281.29
NOR,2001,9.99,0.8,293.63,1325.36
NOR,2002,10.06,0.9,340.85,1546.82
NOR,2003,9.88,0.91,340.56,1554.63
NOR,2004,10.06,0.89,367.83,1689.06
NOR,2005,9.66,0.8,361.46,1671.14
NOR,2006,9.23,0.73,366.17,1706.6
NOR,2007,8.58,0.69,369.92,1742.03
NOR,2008,7.95,0.63,366.04,1745.36
NOR,2009,7.61,0.69,355.65,1717.34
NOR,2010,7.65,0.68,365.57,1787.38
NOR,2011,8,0.7,397.13,1967.02
NOR,2012,7.73,0.67,402.86,2021.79
NOR,2013,7.59,0.67,416.31,2114.71
NOR,2014,7.49,0.7,427.47,2196.01
NOR,2015,7.68,0.77,439.57,2280.77
NOR,2016,7.57,0.8,446.7,2338.27
NOR,2017,7.64,0.78,476.05,2512.1
NOR,2018,7.31,0.73,474.6,2521.06
NOR,2019,7,0.73,453.01,2422.65
NOR,2020,7.18,0.81,472.67,2542.69
NOR,2021,7.29,0.72,513.41,2776.68
NZL,1971,11.43,0.57,25.96,74.07
NZL,1976,10.64,0.64,43.19,134.34
NZL,1980,11.87,0.68,59.36,184.79
NZL,1981,10.84,0.62,61.06,190.82
NZL,1982,11.43,0.66,68.07,214.84
NZL,1983,11.96,0.67,75.85,242.68
NZL,1984,12.43,0.66,80.09,258.47
NZL,1985,13.31,0.65,80.63,261.83
NZL,1986,14.49,0.73,96.56,313.48
NZL,1987,14.7,0.82,112.83,369.45
NZL,1988,14.21,0.87,125.74,412.86
NZL,1989,14.34,0.9,136.47,450.23
NZL,1990,13.75,0.92,140.64,468.3
NZL,1991,14.07,1,150.42,525.75
NZL,1992,14.22,1.03,159.5,563.29
NZL,1993,14.85,1.03,174.08,621.84
NZL,1994,15.81,1.1,197.09,713.46
NZL,1995,14.78,1.03,193.03,709.08
NZL,1996,14.54,1,195.08,728.02
NZL,1997,14.36,1.02,203.75,770.44
NZL,2004,10.77,0.85,223.72,914.44
NZL,2005,10.7,0.89,234.75,970.41
NZL,2006,11.31,0.98,275.82,1154.18
NZL,2007,10.39,0.87,264.08,1115.44
POL,2002,29.51,1.79,228.42,8732.58
POL,2003,31.57,1.88,246.78,9427.97
POL,2004,31,1.82,259.64,9913.44
POL,2005,29.76,1.73,248.39,9480.07
POL,2006,28.82,1.67,260.35,9930.08
POL,2007,26.54,1.56,278.92,10632.59
POL,2008,24.61,1.57,300.86,11470.52
POL,2009,24.57,1.62,322.52,12304.5
POL,2010,24.33,1.57,346.36,13176.43
POL,2011,24.15,1.52,361.41,13756.36
POL,2012,22.26,1.39,351.32,13372.43
POL,2013,21.7,1.41,362.63,13794.33
POL,2014,21.47,1.36,362.18,13766.94
POL,2015,21.21,1.36,385.84,14656.75
POL,2016,20.98,1.38,411.07,15608.48
POL,2017,20.33,1.34,419.37,15925.54
POL,2018,20.79,1.31,438.06,16635.22
POL,2019,19.7,1.27,439.76,16695.66
POL,2020,19.74,1.28,451.16,17098.51
POL,2021,19,1.22,479.36,17727.41
PRT,1970,14.23,0.32,6.35,55.08
PRT,1977,20.71,0.85,32.73,309.45
PRT,1978,24.23,1.02,43.58,416.59
PRT,1979,25.04,1.03,47.88,462.53
PRT,1980,20.98,1.01,53.6,523.5
PRT,1981,19.47,0.98,56.31,554.7
PRT,1982,18.98,0.97,59.9,593.74
PRT,1983,20.08,0.97,62.09,618.28
PRT,1984,20.58,1.02,64.67,646.5
PRT,1985,25.95,1.39,96.46,966.89
PRT,1986,23.01,1.37,106.65,1070.02
PRT,1987,25.34,1.46,125.43,1258.05
PRT,1988,23.26,1.4,133.84,1341.02
PRT,1989,24.27,1.34,140.35,1404.2
PRT,1990,25.31,1.4,159.53,1592.64
PRT,1991,24.79,1.5,181.97,1812.46
PRT,1992,25.34,1.57,200.36,1994.09
PRT,1993,26.2,1.69,215.91,2151.49
PRT,1994,26.03,1.67,224.56,2243.66
PRT,1995,24.28,1.75,245.11,2457.55
PRT,1996,24.63,1.84,267.41,2691.24
PRT,1997,24.72,1.83,282.89,2859.72
PRT,1998,24.15,1.78,288.41,2930.28
PRT,2000,21.57,1.86,354.32,3645.91
PRT,2001,22.19,1.92,379.44,3932.06
PRT,2002,22.26,1.96,409.29,4264.63
PRT,2003,22.04,2.01,423.66,4430.93
PRT,2004,22.1,2.11,460.77,4830.66
PRT,2005,21.9,2.11,478.31,5023.86
PRT,2006,22.13,2.07,495.92,5218.24
PRT,2007,21.99,2.03,505.76,5332.16
PRT,2008,20.94,2.01,512.52,5411.26
PRT,2009,19.97,2.02,501.81,5303.28
PRT,2010,19.22,1.93,495.79,5242.01
PRT,2011,18.32,1.78,450.09,4751.85
PRT,2012,17.09,1.65,413.74,4350.39
PRT,2013,16.06,1.51,402.22,4206.15
PRT,2014,15.89,1.49,403.21,4193.82
